test,intent,question,answer,counter
,Arabic_language,Why is Arabic related to Islam?,Arabic is the liturgical language of Islam,113
,Arabic_language,Why does Arabic heavily influence European languages?,"Arabic was a major vehicle of culture in Europe, and the Arab and European civilizations are geographically close.",114
,Arabic_language,The most active Academies of Arabic Language are found where?,damascus and cairo,115
,Arabic_language,Hassan Massoudy is a master of what genre?,Hassan Massoudy,116
,Arabic_language,What is the only variety of modern Arabic that has acquired official language status?,maltese,117
,Arabic_language,When was Arabic calligraphy invented?,Many styles were developed after 786.,118
,Arabic_language,Where are the Western Arabic numerals used?,North Africa,119
,Arabic_language,Where are the Western Arabic numerals used?,present-day North Africa,120
,Arabic_language,Where is Arabic spoken?,The Middle East and North Africa,121
,Arabic_language,Is Arabic a Central Semitic language?,Yes,122
,Arabic_language,Was Arabic a major vehicle of culture in Europe?,Yes,123
,Arabic_language,Is Arabic classified alongside Semitic languages?,Yes,124
,Arabic_language,Is Arabic the largest member of the Semitic language family?,yes,125
,Arabic_language,Does Modern Standard Arabic continue to evolve like other languages?,yes,126
,Arabic_language,Is Hassaniya Arabic spoken in Mauritania?,yes,127
,Berlin,"Why is Vattenfall shifting towards reliance on cleaner, renewable energy sources?",Because burning lignite produces harmful emissions,128
,Berlin,"Why is Vattenfall shifting towards reliance on cleaner, renewable energy sources?","Because burning lignite produces harmful emissions, Vattenfall has announced a commitment to shift towards reliance on cleaner, renewable energy sources.",129
,Berlin,Is Berlin the largest city in Germany?,Berlin is Germany's largest city.,130
,Berlin,Is Berlin the capital city of Germany?,Berlin is the capital city of Germany.,131
,Berlin,How many occupation zones was Germany divided into after the war?,Germany was divided into four occupation zones after the war.,132
,Berlin,When did Berlin give up its status as a free Hanseatic city?,In 1451 Berlin gave up its status as a free Hanseatic city.,133
,Berlin,Is the Nauen plain north of Berlin?,"No, the Nauen plain stretches to the west of Berlin.",134
,Berlin,Where is the Berliner Dom located?,on the Spree Island,135
,Berlin,Where was Popkomm held before moving to Berlin?,Popkomm was held in Cologne before moving to Berlin.,136
,Berlin,Which Berlin building did architect Norman Foster remodel in the 1990s?,Reichstag building,137
,Berlin,Is Schloss Charlottenburg the largest existing palace in Berlin?,Schloss Charlottenburg is the largest existing palace in Berlin. ,138
,Berlin,Which is the busiest airport in Berlin?,Tegel International Airport is the busiest airport in Berlin.,139
,Berlin,Which two sports events did the Olympiastadion host?,the 1936 Summer Olympics and the 2006 FIFA World Cup final,140
,Berlin,Where is the Berliner Dom located?,The Berliner Dom is located on the Spree Island across from the site of the Berliner Stadtschloss and adjacent to the Lustgarten.,141
,Berlin,Where is the bust of Queen Nefertiti?,The bust of Queen Nefertiti is in the Altes Museum.,142
,Berlin,Where does the German President live?,"The German President lives west of the center, Schloss Bellevue.",143
,Berlin,Which two sports events did the Olympiastadion host?,The Olympiastadion hosted the 1936 Summer Olympics and the 2006 FIFA World Cup final. ,144
,Berlin,Which building is the site of the German parliament?,The Reichstag building,145
,Berlin,Which building is the site of the German parliament?,The Reichstag building is the site of the German parliament. ,146
,Berlin,Which Berlin building did architect Norman Foster remodel in the 1990s?,The Reichstag building was remodeled by architect Norman Foster in the 1990s.,147
,Berlin,What are the names of the two zoos in Berlin?,The two zoos in Berlin are the Zoologischer Garten Berlin and the Tierpark Friedrichsfelde.,148
,Berlin,Is Berlin the capital city of Germany?,yes,149
,Berlin,Is Berlin the largest city in Germany?,yes,150
,Berlin,Is Schloss Charlottenburg the largest existing palace in Berlin?,yes,151
,Berlin,Is Berlin the headquarters of Springer?,"Yes, Berlin is the headquarters of Springer.",152
,Berlin,Does the Gendarmenmarkt border the French Cathedral?,"Yes, the Gendarmenmarkt borders the French Cathedral.",153
,Berlin,What are the names of the two zoos in Berlin?,Zoologischer Garten Berlin and Tierpark Friedrichsfelde,154
,Blaise_Pascal,When did his father die?,1651,155
,Blaise_Pascal,How old was Pascal when he died?,1662-08-19.,156
,Blaise_Pascal,How old was Pascal when he lost his mother?,3,157
,Blaise_Pascal,How old was Pascal when he died?,39,158
,Blaise_Pascal,Who was Blaise Pascal's father?,Ã‰tienne Pascal.,159
,Blaise_Pascal,How old was Pascal when he lost his mother?,at the age of three,160
,Blaise_Pascal,When did his father die?,His father died in 1651.,161
,Blaise_Pascal,Who was Blaise Pascal's father?,"His father, Ã‰tienne Pascal (1588â€“1651), who also had an interest in science and mathematics, was a local judge",162
,Blaise_Pascal,Who was Pascal's younger sister?,Jacqueline,163
,Blaise_Pascal,Who was Pascal's younger sister?,Jacqueline.,164
,Blaise_Pascal,Did Pascal write about cycloid before 1658?,no,165
,Blaise_Pascal,Crowds of believers came to see and kiss the thorn; all of Catholic where acclaimed a miracle?,Paris,166
,Blaise_Pascal,Who died the next morning?,Pascal.,167
,Blaise_Pascal,What led Pascal to his religious conversion?,sickness and Jansenism,168
,Blaise_Pascal,What led Pascal to his religious conversion?,Two basic influences led him to his conversion: sickness and Jansenism,169
,Blaise_Pascal,Was Pascal a French mathematician?,yes,170
,Blaise_Pascal,Did Pascal have poor health throughout his life?,yes,171
,Blaise_Pascal,Is there a programming language called Pascal?,yes,172
,Blaise_Pascal,"Was he a child prodigy who was educated by his father, a civil servant?",yes,173
,Blaise_Pascal,"Was Pascal's earliest work in the natural and applied sciences where he made important contributions to the construction of mechanical calculators, the study of fluids, and clarified the concepts of pressure and vacuum by generalizing the work of Evangelista Torricelli?",Yes,174
,Blaise_Pascal,Did Pascal also write in defense of the scientific method?,Yes,175
,Blaise_Pascal,Wasn't Blaise Pascal a work of Desargues on conic sections?,"Yes, it was",176
,Blaise_Pascal,Was Pascal a French mathematician?,Yes.,177
,Blaise_Pascal,Did Pascal have poor health throughout his life?,Yes.,178
,Blaise_Pascal,Is there a programming language called Pascal?,Yes.,179
,Butterfly,What allows the butterfly to evade predators?,A butterfly's hind wings allow the butterfly to evade predators.,180
,Butterfly,What happens if a wing is removed?,If a ring is removed the other three will grow to a larger size.,181
,Butterfly,Where was there a vast swarm of butterflies?,In Kyoto there was a vast swarm of butterflies.,182
,Butterfly,Does a black moth mean that someone has died?,In the Philippines a black butterfly or moth mean that someone has died.,183
,Butterfly,Do butterflies carry more pollen than Hymenoptera?,"No, butterflies carry less pollen than Hymenoptera.",184
,Butterfly,Do butterflies make sounds?,Some butterflies make sounds.,185
,Butterfly,What butterfly is migratory?,The Monarch butterfly is migratory.,186
,Butterfly,What is the outer layer of the cuticle made of?,The outer layer of the cuticle is made of of a mixture of chitin and specialized proteins.,187
,Butterfly,Do butterflies have two eyes?,"Yes, butterflies have two eyes.",188
,Charles-Augustin_de_Coulomb,Who determined to pursue mathematics?,Charles-Augustin de Coulomb,189
,Charles-Augustin_de_Coulomb,What happened in 1757 to 1759?,Charles-Augustin de Coulomb joined his father's family in Montpellier and took part in the work of the academy of the city.,190
,Charles-Augustin_de_Coulomb,What happened in 1785?,Coulomb presented his three reports on Electricity and Magnetism,191
,Charles-Augustin_de_Coulomb,Was Coulomb born in Angoulme France to a well-to-do family?,"Coulomb was born in AngoulÃªme, France, to a well-to-do family",192
,Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb join his father's family in Montpeillier?,From 1757 to 1759 he joined his father's family in Montpellier.,193
,Charles-Augustin_de_Coulomb,Whose ideas inspired Charles-Augustin de Coulomb's experiments on the resistance of masonries?,He carried out several experiments on the resistance of masonries which were inspired by the ideas of Pieter van Musschenbroek on friction.,194
,Charles-Augustin_de_Coulomb,What is Charles-Augustin de Coulomb best known for?,He is best known for developing Coulomb's law.,195
,Charles-Augustin_de_Coulomb,When did Coulomb return to Paris?,In 1759.,196
,Charles-Augustin_de_Coulomb,Where is Collège des Quatre-Nations located?,In Montpellier.,197
,Charles-Augustin_de_Coulomb,Where is Collège des Quatre-Nations located?,In Paris.,198
,Charles-Augustin_de_Coulomb,"Did Coulomb die in AngoulÃªme, France, to a well-to-do family?",No,199
,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a Spanish Biologist?,"No, he was a French physicist.",200
,Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb come from a poor family?,"No, his mother came from a wealthy family in the wool trade.",201
,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a Spanish Biologist?,No.,202
,Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb come from a poor family?,No.,203
,Charles-Augustin_de_Coulomb,Whose ideas inspired Charles-Augustin de Coulomb's experiments on the resistance of masonries?,Pieter van Musschenbroek.,204
,Charles-Augustin_de_Coulomb,What is Coulomb's law?,The definition of the electrostatic force of attraction and repulsion.,205
,Charles-Augustin_de_Coulomb,"Regarding this topic, what did the Revolution do?",The Revolution caused Coulomb to resign his appointment as intendent des eaux et fontains and retire.,206
,Charles-Augustin_de_Coulomb,Does Coulomb leave a legacy as a pioneer in the field of geotechnical engineering for his contribution to retaining wall design?,yes,207
,Charles-Augustin_de_Coulomb,Did the family move to Paris as well as there Coulomb studied at the prestigious Collge des Quatre-Nations?,Yes,208
,Charles-Augustin_de_Coulomb,"Is he best known for developing Coulomb's law, the definition of the electrostatic force of attraction and repulsion?",Yes,209
,Charles-Augustin_de_Coulomb,"The SI unit of charge, the coulomb, was named after him?",Yes,210
,Charles-Augustin_de_Coulomb,Was the SI unit of charge named after Charles-Augustin de Coulomb?,"Yes, the SI unit of charge, the coulomb, was named after him.",211
,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb ever employed at La Rochelle?,"Yes, upon his return to France, with the rank of Captain, he was employed at La Rochelle.",212
,Charles-Augustin_de_Coulomb,Was the SI unit of charge named after Charles-Augustin de Coulomb?,Yes.,213
,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb ever employed at La Rochelle?,Yes.,214
,Chinese_language,How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?,"54,678",215
,Chinese_language,How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?,"85,568 head entries",216
,Chinese_language,What does the PRC government classify as literacy amongst workers?,a knowledge of 2000 characters,217
,Chinese_language,&#20415;&#24403;/&#20415;&#30070; “lunchbox or boxed lunch” (from bento) and &#26009;&#29702; “prepared cuisine” are loan words from which language?,Chinese,218
,Chinese_language,When did classical Chinese literature begin?,Classical Chinese literature began in the 14th to 11th centuires BCE.,219
,Chinese_language,When did classical Chinese literature begin?,Classical Chinese literature began in the Spring and Autumn period.,220
,Chinese_language,How is the pronunciation of foreign words determined?,Foreign words are transliterated into close-match existing Chinese morphemes.,221
,Chinese_language,What is the most common romanization standard for Standard Mandarin today?,Hanyu Pinyin,222
,Chinese_language,&#20415;&#24403;/&#20415;&#30070; “lunchbox or boxed lunch” (from bento) and &#26009;&#29702; “prepared cuisine” are loan words from which language?,Japanese,223
,Chinese_language,What does the PRC government classify as literacy amongst workers?,"knowledge of 2,000 characters",224
,Chinese_language,When was Middle Chinese used?,Middle Chinese was the language used in the 6th through 1-th centuries CE.,225
,Chinese_language,When was Middle Chinese used?,"Middle Chinese was used during Southern and Northern Dynasties and the Sua, Tang, and Sang dynasties.",226
,Chinese_language,What language was used in the Zhou and Southern Dynasties?,Old Chinese was the language common during the early and middle Zhou Dynasty.,227
,Chinese_language,"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?","Putonghua / Guoyu, often called ""Mandarin""",228
,Chinese_language,How is South China linguistically different from North China?,South China displays more linguistic diversity,229
,Chinese_language,"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?",Standard Mandarin,230
,Chinese_language,How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?,The government of the People's Republic of China refers to all divisions of the Sinitic language(s) besides Standard Mandarin as fangyan.,231
,Chinese_language,What is the total number of Chinese words?,"The Hanyu Da Zidian includes 54,678 head entries for characters.",232
,Chinese_language,How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?,"The PRC commonly refers to all divisons of the Sinitic language(s) beside Standard Mandarin as fangyan, or ""regional tongues.""",233
,Chinese_language,How is the pronunciation of foreign words determined?,The pronunciation of foreign words is done by employing Chinese characters with similar pronuncations.,234
,Chinese_language,What is the standardized form of spoken chinese?,The standardized form of spoken Chinese is Standard Mandarin.,235
,Chinese_language,What is the standardized form of spoken chinese?,The standardized from of spoken Chinese is Standard Mandarin.,236
,Chinese_language,Are all spoken varieties of Chinese tonal and analytical?,yes,237
,Chinese_language,Is fifty percent or more of Korean vocabulary of Chinese origin?,Yes,238
,Chinese_language,"Does ""ketchup"" come from the Minnan pronunciation of &#39853;&#27713; (koe-tsiap)?",Yes,239
,Chinese_language,Is diglossia a common feature in mainland China and Taiwan?,"Yes, diglossia is a common feature in mainland China and Taiwan.",240
,Chinese_language,Do linguists often view Chinese as a language family?,"Yes, linguists often view Chinese as a language family.",241
,Cougar,How long are cougar adult males (from nose to tail)?,2.4 meters,242
,Cougar,How long is an adult cougar's paw print?,4 inches,243
,Cougar,Is a cougar also known as a mountain lion?,A cougar is also known as a mountain lion.,244
,Cougar,How long is an adult cougar's paw print?,An adult cougar's paw print is approximately 10 cm (4 inches) long.,245
,Cougar,What are the three cat species that are native to Canada?,"cougar, bobcat, Canadian lynx",246
,Cougar,Are cougars larger than jaguars?,Cougars are not larger than jaguars.,247
,Cougar,Are cougars larger than jaguars?,no,248
,Cougar,"On average, are cougar males heavier than females?","On average, cougar males are heavier than females.",249
,Cougar,What are some of the cougar's primary food sources?,"The cougar's primary food sources include ungulates such as deer, elk, and bighorn sheep, as well as domestic cattle, horses and sheep, particularly in the northern part of its range.",250
,Cougar,How long are cougar adult males (from nose to tail)?,The length of adult males is around 2.4 meters (8 ft) long nose to tail.,251
,Cougar,What are the three cat species that are native to Canada?,"The three cat species that are native to Canada are the cougar, the bobcat and the Canadian lynx.",252
,Cougar,What are the three heaviest cats in the world?,"The three heaviest cats in the world are the tiger, lion and jaguar.",253
,Cougar,"Does the World Conservation Union consider the cougar a ""least concern"" species?","The World Conservation Union (IUCN) currently lists the cougar as a ""least concern"" species.",254
,Cougar,What are the three heaviest cats in the world?,"tiger, lion, and jaguar",255
,Cougar,What are some of the cougar's primary food sources?,"ungulates such as deer, elk, and bighorn sheep, as well as domestic cattle, horses, and sheep",256
,Cougar,Is a cougar also known as a mountain lion?,yes,257
,Cougar,"Does the World Conservation Union consider the cougar a ""least concern"" species?",yes,258
,Cougar,"On average, are cougar males heavier than females?",yes,259
,Cymbal,How many cymbals typically go in a drum kit?,at least 3,260
,Cymbal,What are cymbals made of?,brass,261
,Cymbal,What kinds of musical groups use cymbals?,"Cymbals are used in modern orchestras and many military, marching, concert and other bands",262
,Cymbal,What's the timber of ancient cimbals like? disfluent,like that of small hand-bells or of the notes of the keyed harmonica,263
,Cymbal,Is one of the parts of a cymbal called a disc?,no,264
,Cymbal,Does Fender make cymbals?,no,265
,Cymbal,What does it sound like to play cymbals with a cello bow?,squealing car brakes,266
,Cymbal,What part of the cymbal is the bell?,The center of a Cymbal,267
,Cymbal,Are ride cymbals very common?,yes,268
,Dragonfly,Is the dragonfly associated with late summer as well as early autumn?,Yes,269
,Dragonfly,Does Exposure to air cause the larva to begin breathing?,Yes (capitalization).,270
,Dragonfly,"Is it characterized by large multifaceted eyes, two pairs of strong transparent wings, and an elongated body?",Yes.,271
,Drum,How do rock and roll drummers like their drumheads?,drums that sound loud and deep,272
,Drum,By what name are drums classified as under the percussion group?,membranophone,273
,Drum,By what name are drums classified as under the percussion group?,membranous,274
,Drum,Do drums consist of at least eight membranes?,no,275
,Drum,Has the design of drums changed recently?,no,276
,Drum,Can some cylindrical shell drums have no drum heads?,no,277
,Drum,Does every drumhead make the same sound?,no,278
,Drum,How long has the basic design of the drum remained unchanged?,remained virtually unchanged for thousands of years,279
,Drum,How do rock and roll drummers like their drumheads?,rock and roll drummer may prefer drums that sound loud and deep,280
,Drum,Whare is the name for drums that have a set of wires held across some of all of the drum heads?,snares,281
,Drum,What is the second biggest factor affecting the sound produced by a drum?,tension,282
,Drum,Who constructed a kit using diatonic and chromatically tuned drums?,Terry Bozzio,283
,Drum,What has the most effect on how a drum sounds?,the drumhead,284
,Drum,Drums are usually played by what?,the hands,285
,Drum,Drums are usually played by what?,"the hands, or by one or two sticks",286
,Drum,What is the second biggest factor affecting the sound produced by a drum?,the tension at which the drum head is held against the shell of the drum.,287
,Drum,How long has the basic design of the drum remained unchanged?,thousands of years,288
,Drum,Is the drum a member of the percussion group?,yes,289
,Drum,Does each type of drum head serve its own musical purpose?,yes,290
,Drum,Is the Aburukuwa a type of drum?,yes,291
,Drum,Had the drums been used in Sri Lanka since Before Christ?,yes,292
,Drum,Are drums often used in music therapy?,yes,293
,Drum,Are drums usually played by the hands?,Yes,294
,Drum,"Do drums consist of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with parts of a player's body, or with some sort of implement such as a drumstick, to produce sound?",yes,295
,Drum,"Have other techniques been used to cause drums to make sound, such as the ``Thumb roll''?",Yes,296
,Drum,Aren't drums often used in music therapy?,"Yes, drums are often used in music therapy.",297
,Drum,Aren't drums usually played by the hands?,Yes.,298
,Drum,Do many such drums have six to ten tension rods?,Yes.,299
,Eel,How many species of true eels are there?,approximately 800 species,300
,Eel,How do eels begin life?,"As flat and transparent larvae, called leptocephali",301
,Eel,What types of fins do eels have?,"Dorsal, anal, caudal, tail fins",302
,Eel,How do eels begin life?,"Eels begin life as flat and transparent larvae, called leptocephali.",303
,Eel,What types of fins do eels have?,Eels have dorsal and anal fins fused with a tail fin. Some also have  pectoral fins.,304
,Eel,What do leptocephali eat?,Leptocephali eat small particles called marine snow.,305
,Eel,What do leptocephali eat?,Marine snow,306
,Eel,Is the electric eel a true eel?,No,307
,Eel,Do all eels live in fresh water?,No,308
,Eel,Do all eels live in fresh water?,"No, not all eels live in fresh water.",309
,Eel,Is the electric eel a true eel?,"No, the electric eel is not a true eel.",310
,Eel,Where is smoked eel considered a delicacy?,"Northern Germany, The Netherlands, Denmark, Sweden",311
,Eel,Where is smoked eel considered a delicacy?,"Smoked eel is considered a delicacy in northern Germany, The Netherlands, Denmark and Sweden.",312
,Eel,How many species of true eels are there?,There are approximately 800 species of true eels.,313
,Eel,Are most eels predators?,Yes,314
,Eel,Is eel blood toxic to humans?,Yes,315
,Eel,Is eel blood toxic to humans?,"Yes, eel blood is toxic to humans.",316
